title,subtype,description,Number-tl,Number-tr,type,SELF,tile_image
Cat Sock Hop,,Everyone returns selects a cat and donates it to the player on their left.,,2,event,,https://i.ytimg.com/vi/REVeqcS2aEU/hqdefault.jpg
So Ugly Its Cute,,"
Until the end of round, reverse all cat scores.",,,event,,https://i.pinimg.com/originals/6e/2b/37/6e2b37d13c761238ba4ec494143b99e5.jpg
Marked Down Prices,,Add an extra Action card to in play. Reduce costs of all actions by 2$.,,1,event,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTqANCOhTpziQ4Pn95OrR4uRFyO3GAIUi_Q69-1XB5bT4FdkM2NpA
Assemble the Horde,,"Own the highest combined total score of cats owned. 
Reward: 4 / 3 / 2 VP",,,award,YES,horde.png
Biggest Shit,,"Own the lowest scored cat.
Reward: 4 / 3 / 2 VP",,,award,YES,cutyou.png
Cutie,,"Own the highest scored cat.
Reward: 4 / 3 / 2 VP",,,award,,http://www.parade.pet/assets-v2/images/trophy-pet.png
Bribe the Committee,,"For every $25 left end at scoring, gain 5 VP.",,,award,,https://live.staticflickr.com/3072/2836269719_f1038ae2c8_b.jpg
Cat-astrophically Hiss-terical,,"Own the cat with the greatest number of attachments.
Reward: 4 / 2 / 1 VP",,,award,,https://media.tenor.com/images/5fb13c894469a7647534f65a9683a1ee/tenor.png
Aggro Bait,,"Own the total largest number of negative score cards.
 Reward: 4 / 2 / 1 VP",,,award,,https://media3.giphy.com/media/f9GxcYRrc4v04/source.gif
,,,,,,,
Highlander,,"Own the highest scored cat.
Judge Bias: -1 per cat owned
Reward: 4 / 2 /1 VP",,,award,,"data:image/jpeg;base64,/9j/4AAQSkZJRgABAQAAAQABAAD/2wCEAAkGBxISEhUSEhIVFRUXFRUVFRUVFxUVFRUVFRUWFhUVFRUYHSggGBolHRUVITEhJSkrLi4uFx8zODMsNygtLisBCgoKDg0OFRAQFy0dHR8tLS0tKy0tLS0tLSsrLS0tLS0tLS0tLS0rLS0tLS0tKy0rLS0tLS0tLSstLS0tLSsrL//AABEIALcBEwMBIgACEQEDEQH/xAAbAAACAwEBAQAAAAAAAAAAAAACAwABBAUGB//EADsQAAEDAgQDBQYFAwMFAAAAAAEAAhEDIQQSMUEFUWETInGBkQYUMlKhwUKx0eHwYoLxU5KiBxUjJDP/xAAYAQEBAQEBAAAAAAAAAAAAAAAAAQIDBP/EACARAQEBAQEAAgEFAAAAAAAAAAABEQIhMTISA0FRYXH/2gAMAwEAAhEDEQA/APmgVqkULk6LCtUiCCQrCisILRBQKwoqwFapqOEVTUSgCLKgoNVhWAiyhBQUCIAKNaipCkIlQUBQqhWFaAJVEJmVVlQDCpxVuCkKgIVFErRAISjcEJQC5LTChhABVOCMhC5EDCookBKClapWiEhEFQCJUQBWoiQQBEFArhFQImhQBEFFVCMBUiaUFgIwqlE1FVCsNVhEFBWVEArVhBWVWAjaFHNRQQoAiyqIBAVJjQqLUQpwVFNhUGzaJlAohDC118K+nGdjmSJGZpbPhIukAIFuVQiIVlUJc1UmuCBELQuCYUKBcISEwhCAiFwrVlRVClYVBEgsBFCFGipCJUiAQWrCoIwFFRoRAKBE1FW1qJoVhE1QVCINUCJhRUAV5EQVhQQKI2hSEFFqpMVZUBYLCuqvbTYJc45QOp3PQa+S9njv+nxZQzMql9UAktygMcdcrTMg8p16LnewDR70dJFJ5bPzS2f+Obyle9r41waM+p5bHb6pq4+NLTwrFOoVqdZgzOY8FrTudI+q9TieHUe2cQyXOJdBEtaSSSIGq6GA4ZAY4U2sJiHgN5i4IGlz1sOaxe4v4vZ12U8VRNKqzM10tM3LTzB2cOfRfDuI4M0ar6btWvc2ecEiV9pw47KGu/DHnOh5GY+i+Ue2D3nF1g9xMPOWflN2geRWuetSzHDIQuaje3ohMrTJZCFwRlUAqFEIHJrmoIRAEQhTHIEAqK4URGcBEFQRBVFomoUYCKuEQCFGAirhGAqARhqgvKraFYCJrVFCGprQpTCaAigDFYaihHkIN7FQUGImtRAI2oALVcJgUCACrc1GWqFBq4DWLK9NwMHNH+4Fv3XrqmMe6XudMmGzl7usgW6arw1KvleyCM2YZQeYMr1WKqAsDmiHH4RrDzYAc7lc/wBR04ZuI8Wbh2sqHM5xcA2myMziTABc6w1AvfkvQ+yvHqWKw5FJvZub3jRJDgGOcQSwwLBwcI2PSFysXw+k6kcPXYKjBeWkCoHG5dPjzTKHBaTBTGDDqbwCA57rvZu2BaCeXO65/lJPj1qc23+mv2+4nim0aBwpeO+4VOya1zyRlNMOLgcrI7S4GsbSuD7a4Z0UKz5D3MIcHCHSD3S6ALkGdAuvwLEYkYtmEqsdTq5i9pO7GiXPaRqIt5jmh/6lMc3smOMkuc/cmBZa/TvVzZid8zn4u6+fElU4J1R8/sf2SHNXdxAQhhGglUC4oXBEULkQsoIRuQlBUqKKIMwKMFAiCrIwmASgCZRfBB5EFFa24djYFRzmvsQ3LtvJOp6Ba8Thy7vU6YHgPtoCu9jcM3F021qbO8PjBkekG/ksra/ZNAqDINjD+94Zhdcra6TGDBtdlyubTy72EmORGnmjxWABbmZ8W7RoRJ06rT7xScCA4XEgRlPgs72l2hcIiYdy1jqs+yteVywFsw+ELhsP50WqpRktLgXfC4k3gHWx0W6lhWsDy7QSbTob33gzqtXtJGA8L/r2FgLjr1TsPgxJBEnfUeB6aLaajWtB/CZb/Vedmm/nrKU0h/f0yk9Ji0ADTn5rO1fCxSpgE2lv9RG3XytuqGGYWl2U+pPkJFzqn4ZtMlwIE6nfa5MFPwNYPzZG5QJAJsIFjBJUHPw2FaW5yzNrYt70aCY2t4KqdAPIJbk0F53011H6rXhaZyS50NBJsfH6nTyRVgHlrmOMamddDeD/ACyDNiw1j8sgT0NxykeKy4ohuUBvxHXUATbfyWvGvY5wYbkXncRp1gArBiYI7ty3TWb7n1HqihbVdJhp9D9Shr1yBMW0K34XB5xDtNTe8jS0i5geiHE0BDhALnHfQc4geCv5JjI+i4tkcxBi/nykSu5wWsZDTBcy7QSbkWnx2XNoUXbt0s7n0MieX8ldDB02mO+QbEEWg7Wgaiyz1Wo9Zgn5YJpwdSQ2ZJ67prOKBtUzBB3bG06j16LDwniDhLHz0Oztl2aHDmVDNptsOq1xlY72UAL6lQVnVizsg6A0AgAxMk8wNl5H2k4p705tQmIzNbf4Sw3EjmC13ryg+j9uKgoYcU2mHPMW5Rf7L562rDB0fmHkCD6rqwXUqk2qDN10cP7vxecrPUZG8jY/tsU2uLyOo/T6EJbdCCgS5AQjKEoBcgcFb0BVAOVFEULgiAVqwogyhEAhCMFVkQRhAEYRT8PiX0zLHFvgYWzEcWr1Iz1HO0s64tyGy5zUYUU9hkiea9VWwjcrXnuyBN9yBr1j6Ly+EZL2jm4D1XquMVGDK10mB9oPgufbfLFSxAs0AukuBMaE8kVSkTlYTIif38UPbhoGUiJ2kEeZOiKmTJa6IvknYHredVhoFYCQ0XgTAm7p7pPmhoNmpc2bDhGg8TysjDA0ZBDjJB2tEW5/p4rNhavZAtdqDA3POOoiEHRaGMqxGome7z1O2/8ALIH4sOe5kWGxFr7xtosuEdLg54h0ECSPzjluttMAuJeGzFjuI2g6annsgFjQxhYTYzfqSPynZJwgNOcx7s6zsOY8+qF9Auc4ggtPUGNdUrE0nCiRr1n0/JFNOGBcXjlM+GpnbwQmhla6DOY3PWQeX5IQw9iQOV9CRa9vI78lrpiaYOhgcon+c0RbmFozTAtuInSdrLIaoLwR1IMeGpC6NYzSjURrr/lcbB1nA2gyfUC388FJ6tdgPzGQ033vBO0FXTcS4S2BJB+4ugpwJYZyj/bFrAroYOmNS3KBOUc538VKsdPhTYtUux0Q4fhd5c16nh+GazuydbFee4VUAdEAsMNc0g3m09PFekNAUGVCXGAHETeBB+6nM9Oq+ee3OMz4lzQZa2B58wvNFPxDy4lxuSZPmkAr0OQHoHJjhKFyqEFSESF5QLcgIRkoXKhZCFyMoSiAUUlREZgEQCAI2qoMIgEARopkIwgCMKK1YKrke13Ig/wr1uOPbMFRsbWjNEa3Xi2Fek9mMTINI5YN5NvqsdRuUkFkjMO9pIB06p1So4mAwQCCDzGxjZVxWgWukSQdALeU7pVCo1jZdmbmsBqb+Giw00VcMSczTHMXmfNciuDlLXiSD/dH66ei6JpPjK0k7t23uDyOtypiaYyh5BDwdAYuTeY20UGd5aclSQYJBsCJ6+afRpd+SdRcXF4iOg/lkttIOkhuoFogeQ8B9FsosDi0am3K+23kgqgxjC5sgyJIv4IKdPtRAOUSY3Pj4LY/BjO5xgwPqRb7JdMNg5NSdfWLnZQ0qlhshkkZQPT8/ujoMIkus38vLZDSoNaAxxkk33IOwmP8QnFgkyQGgRtNv8dVTQ13TRcQf2suDgrOy7log8iRufNdjH5msIaSQQY6DaPOFgq0CCybOgFxG2WZ8ZMKxL66+EqkRSqUyRqHDQ6XPJahxOi5wblJymPAzaUjA16jmQcodMCYmNpHgupRwrcsMLWuMXtBMrNajr8Pq04LiZO2XWJBH13Wn23xwbhSwGHPy+mp8DZHj6tPC0Wl0ZiOUZoGy8Bxbir67iXutNh+S6cc5NY6u1zXJLwmoSJWkKJQSmOCVF1UBKFyN6WUC1TwicUMqgCEJRlLciKVocyiqMqMJYKMIg2o2lAEbEUwIm9UCYFFMatGHqFhDhqLrM1asJRL3QpVehxYZVp5nuymARE68oCw0gGi9YFp0BuR4clsqiixmVxl5GhOvkVyqWKoO7jgWzYC59LePquToe5paO7UluxiY6GVpweHJsTDo8QY5rPT4MGAg1e4+Ik3HK5P2Wijg4PZmoe6JB5jkY2spSOkKB+EnvC46856aLLiKgY7ui4J6o6uMLWlp+LSei5wPqtc84lumVKsjpqepV06kWj9ggZyRFbRrp12BsZeh9brZTFF3dyTPU/zmuYPBaACGueCGkDuF1gXbDxiUR1+IspU6ffAaYkT00uvJ4rEBp/+ga2J6wY/SF6ThfHG4hpZVY3NFxYzC82XUnPe2iAchuHCYBNiOgM+qz80ShVo1hAFSmPmuJ8SbFdn2f8AZQ1nf+WsXM/C1siJiCTud1wa2NqU5Y6n2hM2iG/uvS+xvECHNYCyi/NL2Ol0tHyybKWY1DPakvaadFzs3ZtyydwNCeq845ej9r2EYhxO4DhyII1C4DqcrbJBQnRG5iHKVQkodk14QVGojOWoCnQgcECyEBCNyFyoU4ISEwoCiFwrVlRBjaiCEIgqyNG1AETEUwFGxLCaAoplJhJAAknRdLD1G0+605n6kj4WdOpHNYsHXyPDgAYnXQEgifKZXToNDA4mAdZ1WO7jfEJq13m8B56HW/NVXxctk0Q4CJ+YeHNa/d2VxuwiIhsfmlYviAwzQ0s7Qm2bYcpWJ61VVWMq0AWtcIcIk/CZTn1GtcC25yhs/otHDJxDcpAa3aLX5pWNwD6T8jx1B2cOYK1ziUpjud0wJTAUxrVpkwFRxRAeCvKijpkea7vEvZo18EwTlcXGp5GwHpC5XDqOeo1p0m55Dde0dxJhLWtmIgEDu920X3WerhJr53gPYTEsfnNYNEjckkLucSw9CnUBDQXxleenLx1XQx+K7Jrm5sznHMAT8Ekz9QuA50667pNvtP8ACcXw9lJ2dsuc4ZhJv9SlUKj6rgKmF/vBEjrPotNbD9q0szFrrAObrE6TyWahwqq0Forun5jcqdLHd4zgclGm9ry5pltzJbyBXAML0OCw3/q1KMS5nfLjALjeY6wvPEK83xKW5qBxRyEDlpAFKJTHpTwiFHVUSjhCSqFFLcExyWSgEpbkbigVRUqkUqIMLUQKWjaqyYCjYltCYEUyExpSmlG0qKa1baDswy7x1uOSxA3TWGLgqWasuOnw2uWOANwNZsBbRKxeHg37zToefjyKXjsUxobUG9njkefmurws0qlMhx7h1v8ACdnCVy95rpfWPA1KjYbSuQbNOpG4adz0Xs6OJpYikGVbg6H8THcxyXjmYZhqGn2zTrlLQX5vTTVP/wC5Pw1RrHURlADZbmGgsXWOo3Vvv1+UnnyZj8C6g7K64Ojho4c/FLC7HH8dTqU6YEF8lzo0E7XXGa5al2JTGlEQgbsITIVRp4dVyuJ0trPlA3J3XohiMlLOQCBz3P4fsvD4uu9lSmNWO5fhIJu7odF7DiDc9KmGlsmCQCDcNiLei5dfb1ufXxwary4yTcqi1FUkGCII2KUTMrqwJxi4WSpw90ZmVqrb6SSBN48Frb1UpVLwdDb9CpR0OB4YU6jXvquc0XAcRALgRfnr9VyuI0OzqvZeziL8tkylUynJEaxbTe/+Vv4hhDVYHgd5rb/1NGnmB9PBY5uX1qz+HBIsgbotGIoObEgidJ0KSumsluakPCZUVFqqFE80JRlLhADglkJhSoQC8pTimFKcqiKKoUQd5tNnJqMUqfJnoP0Xn/eeqPtzzWWnoW4en8rPQIhh6Xys+n6LznvB5lQ4o8yrhr0wwtP5WfRX7rT+Vn0XmfejzKv3k81DXpfc6Z/Cz6KjgWcm+oXm/e+pVHFn5iqa9DV4e0giGkG0ErkUuFVqTiwQ6kf6myNYkEifJIbiTzUNfqpZ+w6lCi5hYYMtcTmABtERYzf7LVjOIMqEF4eCLSRcjynquGK6nb9VmcyXVvWuwyvR+c+h/RPbVp7OHrH5hef7UK+1WkegDh4+DmqjV6O/4n7rhNrohXPNBq4m97i2GlwEggwCOThsfBaeBcUqUZBETBMRPdMx56dJJ2XN7c80Pb9VLzL8rLY9LxbiNOs8Oa5w7oDrRJ8BPh5LF2o+d3of0XH7dF26smDqOqj/AFHejv0S3VB/q/mPssHvCgroh+LxxaA5rw9zdBN46FHh+LDs3562tMktJkl2zY3MxpzWU1ELqsdQs3mVZbHq+F8Qo1MIG1XBhyfACHd+LFu470DwJXKFNvzj1XJbiAP59kQxA5qznC3XUNBvzD1VGgOa53bjmi7fqqNvYN5qe7t6LEK/VQVuqI2+7t6Kvd29FjNbqVba55n1RWv3dvRT3ZvILL28bou3QP8Adm8gokGuog8t2qJtZRRbcl9qqNZRRBXbK+1UUQF2inaKKICbVRNrK1EVRrKu2UURE7YojXKiiKgqou2VKKC+3VduVFEFCuiFZUoqCGIUOIUUUNT3hD26iiGqNZGKyiiKv3hT3hRRE1fvJU94UURRe9ofeSoogv3oqxilFEFnEqKKIP/Z"
For the Luls,,"Own the highest scored cat.
Judge Bias: +1 per each cat type owned.
Reward: 4 / 2 / 1 VP",,,award,,https://upload.wikimedia.org/wikipedia/en/thumb/e/ed/Nyan_cat_250px_frame.PNG/220px-Nyan_cat_250px_frame.PNG
Strength of the Pride,,"Own the highest total cat score.
Judge Bias: +2 per different cat score.
Reward: 4 / 2 / 1 VP",,,award,,"https://res.cloudinary.com/teepublic/image/private/s--22Ox2TP9--/t_Preview/b_rgb:ffffff,c_limit,f_jpg,h_630,q_90,w_630/v1480059827/production/designs/856240_1.jpg"
Smarty Cat,,"Own the most cats with different scores in the Furrbonici sequence. 
(1,2,3,5,8,....)
Reward: 4 / 2 / 1 VP",,,award,,https://www.coolmathgames.com/sites/cmatgame/files/styles/large/public/puzzle_thumbnail/cat-with-glasses.jpg?0=itok%3DCvwhLYHM
Cat Swap,,"Post trophy scoring, you may choose to Donate one cat to an opponent.
Points given by highest score donated..
Reward: 4 / 2 / 1 VP",,,award,,https://cdn.shopify.com/s/files/1/0344/6469/files/catfaceswap7.jpg?v=1537818054
Hidden Purrtential,,"Own the highest total cat score.
Judge Bias: +5 to all cats with a starting score of 1.
Reward: 4 / 2 / 1 VP",,,award,,https://t4.ftcdn.net/jpg/02/26/36/61/500_F_226366117_rE9gNTGAyWTeoaFfgC7swqdL3eagxEXf.jpg
Pawsitively Furrocious,,"Own the least number of negative score cards.
Reward: 4 / 2 /1 VP",,,award,,https://previews.123rf.com/images/baggira/baggira1703/baggira170300027/75539553-a-ferocious-evil-cat-on-the-windowsill-on-the-street-angry-mistrustful-cussing-cat-the-cat-looks-mal.jpg
Pawpularity Contest,,"Vote for the cutest cat. Each player gets votes equal to their money divided by 10, rounded up.
Reward: 4 / 2 / 1 VP",,,award,,https://i.chzbgr.com/full/6551601152/hE9B3B5D7/
Adorability Surge,,"Own the highest scored cat.
Judge Bias: +3 to all Cuddly cats.
Reward: 4 / 2 / 1 VP",,,award,,https://i.ytimg.com/vi/bWuqK7AeXns/hqdefault.jpg
Didn't Kill Me This Time!,,"Own the highest total cat score.
Judge Bias: +2 to all Curious cats.
Reward: 4 / 2 / 1 VP",,,,,
Captivate the Stage,,"Own the highest scored cat.
Judge Bias: +3 to all Furocious cats.
Reward: 4 / 2 / 1 VP",,,,,
Assemble the Conspiracy,,"Own the lowest total cat score.
Judge Bias: -3 to all Conspirator cats.
Reward: 4 / 2 / 1 VP",,,award,,https://media2.giphy.com/media/l4FGKD7DgAxW0Uc2k/giphy.gif
Band of Misfits,,"Own the highest total cat score.
Judge Bias: +2 per Cat Personality owned.
Reward: 4 / 2 / 1 VP",,,,,
The Singularity,,"Own the highest total cat score.
Judge Bias: +4 to the person with the most of a single Cat Personality.
Reward: 4 / 2 / 1 VP",,,,,
Stress Free,,"Own the highest total cat score.
Judge Bias: -2 per Bratty cat.
Reward: 4 / 2 / 1 VP",,,award,YES,purrvana.png
